1	0.0347192
2	0.0278223
3	0.0236858
4	0.0209664
5	0.0189865
6	0.0173649
7	0.0155979
8	0.0145369
9	0.0131951
10	0.012152
11	0.0110555
12	0.010217
13	0.00908893
14	0.00826017
15	0.00747619
16	0.00662069
17	0.00546268
18	0.00441032
19	0.00300965
