1	0.30977
2	0.256102
3	0.231082
5	0.207839
7	0.196724
10	0.187849
50	0.169492
100	0.167135
200	0.165806
1	0.30977
2	0.256102
3	0.231082
5	0.207839
7	0.196724
10	0.187849
50	0.169492
100	0.167135
200	0.165806
1000	0.164668
